Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
45408,44859,Male,Loyal Customer,24,Business travel,Business,585,3,3,3,3,5,5,5,5,3,4,5,1,3,5,0,0.0,satisfied
863,78687,Female,Loyal Customer,37,Personal Travel,Eco,761,2,5,2,3,3,2,4,3,4,5,4,4,5,3,2,0.0,neutral or dissatisfied
5265,45947,Female,Loyal Customer,35,Personal Travel,Eco,775,4,4,4,3,2,4,4,2,5,4,4,4,5,2,61,65.0,neutral or dissatisfied
779,80171,Female,Loyal Customer,57,Business travel,Business,2446,2,3,3,3,2,2,2,1,4,3,4,2,2,2,54,49.0,neutral or dissatisfied
1571,66358,Female,Loyal Customer,61,Business travel,Eco,986,2,5,5,5,2,3,2,2,2,2,2,1,2,3,17,11.0,neutral or dissatisfied
66934,94205,Female,disloyal Customer,33,Business travel,Business,562,2,2,2,2,5,2,5,5,3,3,5,3,5,5,0,0.0,neutral or dissatisfied
9917,111010,Male,Loyal Customer,57,Business travel,Business,319,5,5,5,5,2,5,5,5,5,5,5,3,5,4,6,38.0,satisfied
99260,120728,Male,Loyal Customer,43,Personal Travel,Business,1089,2,4,2,3,1,3,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
25698,57899,Male,Loyal Customer,30,Business travel,Business,305,0,0,0,1,5,5,5,5,3,5,5,5,5,5,17,17.0,satisfied
93088,103248,Male,Loyal Customer,45,Business travel,Eco,667,3,1,1,1,2,3,2,2,1,1,3,1,3,2,124,112.0,neutral or dissatisfied
11752,47358,Female,Loyal Customer,36,Business travel,Business,532,3,3,3,3,2,1,2,4,4,4,4,4,4,1,0,0.0,satisfied
88519,118180,Female,Loyal Customer,29,Business travel,Eco,1444,2,2,2,2,2,2,2,2,4,4,3,3,4,2,0,0.0,neutral or dissatisfied
23802,45136,Male,Loyal Customer,56,Business travel,Eco,174,5,5,5,5,5,5,5,5,4,4,2,2,3,5,0,1.0,satisfied
15097,30965,Male,Loyal Customer,26,Business travel,Eco Plus,836,5,1,1,1,5,5,5,5,3,3,1,3,3,5,26,48.0,satisfied
34374,123351,Male,Loyal Customer,47,Business travel,Business,2854,1,1,1,1,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
16672,3346,Male,Loyal Customer,21,Business travel,Eco,240,4,2,2,2,3,2,4,3,2,3,3,4,1,4,537,524.0,neutral or dissatisfied
56776,70154,Male,Loyal Customer,46,Personal Travel,Eco,550,2,3,2,4,4,2,4,4,1,1,4,4,3,4,3,5.0,neutral or dissatisfied
82872,32682,Male,Loyal Customer,46,Business travel,Business,163,2,1,4,1,2,4,3,3,3,3,2,2,3,4,0,0.0,neutral or dissatisfied
100241,37489,Male,Loyal Customer,41,Business travel,Eco,1069,3,4,4,4,3,3,3,3,2,4,3,1,4,3,0,0.0,neutral or dissatisfied
86316,61812,Female,Loyal Customer,68,Personal Travel,Eco,1379,2,5,2,3,5,3,5,1,1,2,1,4,1,5,0,1.0,neutral or dissatisfied
9276,13303,Male,Loyal Customer,38,Personal Travel,Eco Plus,657,2,4,2,4,2,2,4,2,3,5,3,4,3,2,0,0.0,neutral or dissatisfied
40790,5844,Male,Loyal Customer,23,Business travel,Business,3780,3,3,3,3,4,4,4,4,3,2,4,5,5,4,0,0.0,satisfied
56407,116389,Female,Loyal Customer,54,Personal Travel,Eco,373,3,0,3,3,5,1,5,5,5,3,5,2,5,4,0,0.0,neutral or dissatisfied
59974,34912,Male,Loyal Customer,44,Business travel,Business,3647,5,5,2,5,1,3,4,5,5,5,5,5,5,2,0,0.0,satisfied
52867,84665,Female,Loyal Customer,45,Business travel,Business,2182,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,6.0,satisfied
92952,123017,Female,Loyal Customer,40,Business travel,Business,3333,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
5694,17811,Female,Loyal Customer,44,Business travel,Eco,675,4,4,4,4,4,2,1,4,4,4,4,4,4,5,2,5.0,satisfied
78518,60206,Female,Loyal Customer,60,Business travel,Business,1546,5,5,5,5,3,4,5,5,5,5,5,5,5,3,4,0.0,satisfied
6928,93143,Male,Loyal Customer,60,Business travel,Business,1066,3,2,2,2,4,3,3,3,3,3,3,3,3,3,5,10.0,neutral or dissatisfied
11245,6065,Male,Loyal Customer,17,Personal Travel,Eco,630,3,5,3,3,1,3,1,1,4,5,4,5,4,1,0,0.0,neutral or dissatisfied
50227,59968,Female,disloyal Customer,43,Business travel,Eco,537,3,3,3,1,3,3,3,3,3,4,5,3,3,3,0,0.0,neutral or dissatisfied
25990,104130,Male,Loyal Customer,72,Business travel,Eco,393,3,4,4,4,3,3,3,3,2,3,2,3,2,3,0,0.0,neutral or dissatisfied
63368,116637,Male,Loyal Customer,28,Business travel,Eco Plus,480,1,3,3,3,1,1,1,1,4,2,1,3,2,1,0,2.0,neutral or dissatisfied
102423,108534,Male,Loyal Customer,33,Personal Travel,Eco,649,3,4,3,3,5,3,5,5,1,3,3,2,3,5,27,8.0,neutral or dissatisfied
31746,106826,Female,Loyal Customer,52,Personal Travel,Eco,1488,4,5,3,4,2,5,5,2,2,3,2,3,2,4,0,0.0,neutral or dissatisfied
14392,93012,Female,Loyal Customer,52,Business travel,Eco,1524,3,4,4,4,3,4,4,3,3,3,3,3,3,3,2,0.0,neutral or dissatisfied
1719,77985,Female,Loyal Customer,60,Business travel,Eco,332,3,5,5,5,1,3,4,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
4935,127321,Male,Loyal Customer,30,Business travel,Business,3752,5,5,5,5,5,5,5,5,4,3,4,4,5,5,3,6.0,satisfied
78193,39432,Female,disloyal Customer,38,Business travel,Eco,129,4,3,4,1,2,4,2,2,1,5,4,4,3,2,0,0.0,neutral or dissatisfied
17050,51322,Female,Loyal Customer,65,Business travel,Eco Plus,373,2,5,5,5,3,3,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
91601,115487,Male,disloyal Customer,27,Business travel,Eco,337,3,1,3,4,3,3,2,3,2,2,4,4,3,3,0,0.0,neutral or dissatisfied
78002,37195,Female,disloyal Customer,50,Business travel,Eco Plus,1046,1,1,1,4,2,1,2,2,4,1,3,1,4,2,10,8.0,neutral or dissatisfied
57829,73181,Female,disloyal Customer,28,Business travel,Business,1258,2,2,2,4,2,2,2,2,3,5,4,4,4,2,0,0.0,neutral or dissatisfied
51834,82324,Female,Loyal Customer,38,Business travel,Business,2005,2,3,3,3,3,4,4,2,2,2,2,2,2,4,38,80.0,neutral or dissatisfied
100785,114519,Female,Loyal Customer,45,Personal Travel,Business,446,4,4,4,4,3,4,4,1,1,4,1,5,1,5,20,30.0,neutral or dissatisfied
64762,1001,Male,Loyal Customer,52,Business travel,Eco,89,5,2,2,2,5,5,5,5,1,3,2,2,4,5,0,0.0,satisfied
93003,99444,Male,Loyal Customer,10,Personal Travel,Eco Plus,337,1,5,1,3,2,1,2,2,3,4,4,3,4,2,1,2.0,neutral or dissatisfied
88190,31000,Male,Loyal Customer,40,Business travel,Eco,391,4,1,5,1,4,4,4,4,2,4,5,5,1,4,0,2.0,satisfied
26101,53151,Female,Loyal Customer,28,Business travel,Business,1678,4,4,4,4,5,5,5,5,1,3,1,1,3,5,2,21.0,satisfied
67786,70044,Female,Loyal Customer,41,Personal Travel,Eco,583,1,5,1,4,5,1,5,5,5,2,4,4,5,5,0,10.0,neutral or dissatisfied
29136,107582,Female,Loyal Customer,25,Personal Travel,Eco Plus,1521,2,2,2,3,5,2,5,5,2,2,3,4,3,5,47,41.0,neutral or dissatisfied
87676,93854,Male,Loyal Customer,33,Personal Travel,Eco Plus,391,3,4,3,3,5,3,5,5,3,3,4,3,5,5,2,5.0,neutral or dissatisfied
44547,89444,Female,Loyal Customer,20,Personal Travel,Eco,302,4,5,4,1,5,4,5,5,5,2,5,3,4,5,0,1.0,neutral or dissatisfied
37899,26335,Male,Loyal Customer,42,Business travel,Eco,873,5,3,3,3,5,5,5,5,4,1,5,2,1,5,0,0.0,satisfied
20670,68434,Male,disloyal Customer,25,Business travel,Eco,1045,3,2,2,3,5,2,5,5,2,2,3,1,4,5,0,0.0,neutral or dissatisfied
22744,118335,Male,Loyal Customer,25,Business travel,Business,3500,3,4,4,4,3,3,3,3,2,3,3,2,2,3,0,0.0,neutral or dissatisfied
65428,8825,Female,Loyal Customer,35,Personal Travel,Eco,552,2,4,2,4,2,2,2,2,1,2,3,3,3,2,6,1.0,neutral or dissatisfied
18330,128063,Male,Loyal Customer,56,Business travel,Business,2845,4,4,4,4,4,4,4,3,5,3,4,4,5,4,0,8.0,satisfied
42434,59232,Female,Loyal Customer,56,Business travel,Eco,649,3,3,2,2,4,3,4,3,3,3,3,3,3,2,11,9.0,neutral or dissatisfied
60645,74205,Male,Loyal Customer,52,Business travel,Eco Plus,721,3,1,4,1,3,3,3,3,3,5,3,1,3,3,1,0.0,neutral or dissatisfied
55483,17102,Male,Loyal Customer,23,Personal Travel,Eco,416,3,5,3,4,3,3,3,3,3,4,2,2,2,3,0,0.0,neutral or dissatisfied
66821,126388,Male,Loyal Customer,50,Personal Travel,Eco,600,4,2,4,4,1,4,4,1,3,2,3,3,4,1,0,0.0,satisfied
64549,109637,Female,Loyal Customer,48,Business travel,Business,1597,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
39509,51462,Male,Loyal Customer,61,Personal Travel,Eco Plus,86,1,5,1,1,5,1,5,5,4,5,4,5,5,5,0,0.0,neutral or dissatisfied
35122,19743,Male,Loyal Customer,49,Personal Travel,Eco Plus,491,3,1,4,3,1,4,1,1,2,5,2,1,3,1,0,0.0,neutral or dissatisfied
27068,111715,Female,Loyal Customer,61,Personal Travel,Eco,541,3,5,3,2,2,4,4,3,3,3,3,3,3,3,2,0.0,neutral or dissatisfied
24059,95622,Female,Loyal Customer,15,Personal Travel,Eco,484,3,1,3,2,2,3,2,2,3,4,3,2,2,2,1,0.0,neutral or dissatisfied
55530,111984,Male,Loyal Customer,68,Personal Travel,Eco,770,4,4,4,1,5,4,5,5,4,3,5,4,5,5,45,38.0,neutral or dissatisfied
92805,76055,Female,Loyal Customer,50,Business travel,Business,669,5,5,5,5,2,5,5,4,4,4,4,5,4,4,0,29.0,satisfied
65092,49849,Female,disloyal Customer,72,Business travel,Eco,308,2,0,2,1,1,2,1,1,4,5,5,1,4,1,93,91.0,neutral or dissatisfied
100237,42770,Male,Loyal Customer,41,Business travel,Eco,493,4,4,4,4,4,4,4,4,2,4,4,5,2,4,40,23.0,satisfied
85153,72002,Female,Loyal Customer,54,Personal Travel,Eco,1440,4,5,5,3,2,4,4,2,2,5,2,3,2,3,0,0.0,neutral or dissatisfied
5084,33690,Female,Loyal Customer,59,Business travel,Business,2864,3,3,3,3,5,2,3,3,3,3,3,1,3,1,9,19.0,neutral or dissatisfied
9084,84444,Male,Loyal Customer,28,Personal Travel,Eco Plus,591,2,2,2,3,1,2,1,1,4,2,4,4,4,1,0,0.0,neutral or dissatisfied
5692,116192,Female,Loyal Customer,41,Personal Travel,Eco,296,4,3,4,1,3,4,3,3,3,3,1,1,2,3,0,0.0,satisfied
97783,42450,Male,Loyal Customer,41,Business travel,Eco,866,2,1,1,1,1,2,1,1,2,5,3,1,4,1,0,9.0,neutral or dissatisfied
66284,129416,Male,disloyal Customer,35,Business travel,Business,414,2,2,2,1,3,2,3,3,3,4,5,3,5,3,78,73.0,neutral or dissatisfied
19810,38719,Female,Loyal Customer,58,Business travel,Business,2053,5,5,5,5,2,5,5,5,5,5,5,4,5,3,10,8.0,satisfied
424,48253,Female,Loyal Customer,56,Personal Travel,Eco,236,3,3,3,3,5,2,5,4,4,3,4,1,4,5,57,52.0,neutral or dissatisfied
33727,64383,Male,Loyal Customer,47,Personal Travel,Eco,1192,1,2,1,3,4,1,4,4,4,1,2,4,4,4,0,0.0,neutral or dissatisfied
80790,90320,Female,Loyal Customer,40,Business travel,Business,3693,3,4,4,4,2,3,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
56602,87869,Female,Loyal Customer,48,Business travel,Business,2683,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
14822,17090,Male,Loyal Customer,62,Business travel,Business,416,4,4,4,4,1,1,4,2,2,2,2,5,2,3,59,57.0,satisfied
47812,87731,Female,Loyal Customer,47,Business travel,Business,4502,3,3,2,3,4,4,4,4,5,5,5,4,4,4,0,20.0,satisfied
22135,37805,Female,Loyal Customer,13,Personal Travel,Eco Plus,1165,4,5,4,4,3,4,3,3,3,2,5,3,5,3,121,109.0,neutral or dissatisfied
5717,82266,Male,disloyal Customer,12,Business travel,Eco,1481,4,4,4,4,1,4,1,1,4,3,3,1,4,1,10,13.0,neutral or dissatisfied
20200,41037,Female,Loyal Customer,30,Business travel,Business,1513,2,2,2,2,5,5,5,5,4,1,1,3,3,5,0,0.0,satisfied
77644,95819,Male,Loyal Customer,33,Business travel,Business,1428,2,2,2,2,4,4,4,4,3,4,4,5,4,4,0,0.0,satisfied
70101,117507,Male,Loyal Customer,57,Personal Travel,Eco,507,2,5,3,2,5,3,5,5,4,4,4,5,4,5,7,0.0,neutral or dissatisfied
54734,17429,Female,Loyal Customer,55,Business travel,Business,3912,0,1,1,1,5,1,4,5,5,5,5,5,5,1,9,0.0,satisfied
4091,10086,Female,Loyal Customer,43,Business travel,Business,266,1,1,3,1,1,1,1,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
1776,106793,Female,disloyal Customer,42,Business travel,Business,977,3,3,3,3,3,3,3,4,3,4,5,3,4,3,131,125.0,neutral or dissatisfied
96411,77498,Female,Loyal Customer,45,Personal Travel,Eco,989,2,2,2,4,4,4,4,2,2,2,5,1,2,4,0,6.0,neutral or dissatisfied
75198,19350,Female,Loyal Customer,42,Business travel,Business,1882,5,5,5,5,4,1,3,4,4,4,4,3,4,1,76,66.0,satisfied
40895,99788,Female,Loyal Customer,46,Business travel,Business,632,2,5,2,2,4,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
86389,26238,Female,Loyal Customer,62,Personal Travel,Eco,581,4,5,4,4,2,4,5,5,5,4,5,4,5,5,8,3.0,neutral or dissatisfied
51894,42250,Female,Loyal Customer,42,Business travel,Eco,451,1,4,4,4,5,4,3,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
46957,4938,Male,disloyal Customer,41,Business travel,Business,268,3,3,3,4,1,3,1,1,2,3,3,2,3,1,11,29.0,neutral or dissatisfied
7143,25000,Male,Loyal Customer,34,Personal Travel,Eco,692,2,2,2,3,2,2,2,2,2,1,3,1,3,2,0,0.0,neutral or dissatisfied
72772,56462,Male,Loyal Customer,59,Personal Travel,Eco,719,3,4,3,4,1,3,4,1,5,2,4,5,4,1,21,20.0,neutral or dissatisfied
89319,94261,Female,Loyal Customer,34,Business travel,Business,239,0,0,0,4,3,4,4,4,4,4,4,5,4,4,85,76.0,satisfied
28317,2012,Male,Loyal Customer,35,Business travel,Eco Plus,190,4,1,1,1,4,4,4,4,3,2,3,2,3,4,0,0.0,satisfied
46297,31108,Male,Loyal Customer,35,Business travel,Eco,483,1,4,2,4,1,1,1,1,2,3,3,4,4,1,0,0.0,neutral or dissatisfied
99247,11000,Male,Loyal Customer,47,Business travel,Business,216,5,5,5,5,1,3,3,4,4,4,4,3,4,4,0,0.0,satisfied
78573,735,Female,Loyal Customer,59,Business travel,Business,3085,2,2,2,2,2,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
3042,110528,Male,disloyal Customer,25,Business travel,Business,551,5,3,4,1,2,4,2,2,5,5,5,5,5,2,0,0.0,satisfied
101523,14712,Female,Loyal Customer,49,Personal Travel,Eco,419,4,1,4,4,3,3,4,3,3,4,3,4,3,1,5,0.0,neutral or dissatisfied
43963,71864,Male,Loyal Customer,36,Business travel,Business,1731,2,2,2,2,2,4,3,5,5,5,5,1,5,1,0,0.0,satisfied
73260,22164,Male,disloyal Customer,39,Business travel,Eco,633,1,5,1,1,2,1,2,2,5,3,5,3,3,2,38,26.0,neutral or dissatisfied
80586,18783,Male,Loyal Customer,46,Business travel,Business,551,4,4,5,4,1,3,4,4,4,4,4,3,4,3,0,0.0,satisfied
51073,111245,Male,Loyal Customer,50,Business travel,Business,1849,4,4,1,4,3,5,4,4,4,4,4,4,4,3,18,24.0,satisfied
9695,102155,Female,Loyal Customer,62,Business travel,Business,391,1,1,1,1,4,5,5,5,5,5,5,3,5,3,3,0.0,satisfied
77084,38136,Female,Loyal Customer,30,Business travel,Eco,1237,4,3,3,3,4,4,4,4,2,3,2,1,3,4,0,0.0,satisfied
53780,75441,Male,Loyal Customer,60,Business travel,Business,2330,1,1,1,1,3,3,5,5,5,5,5,3,5,4,0,0.0,satisfied
65710,104109,Female,Loyal Customer,61,Personal Travel,Eco,297,1,4,1,4,5,4,5,4,4,1,4,3,4,5,0,1.0,neutral or dissatisfied
5465,3954,Female,disloyal Customer,24,Business travel,Eco,364,2,5,2,2,4,2,4,4,5,3,5,1,4,4,0,10.0,neutral or dissatisfied
28746,9705,Male,Loyal Customer,12,Personal Travel,Eco,212,2,1,2,3,5,2,5,5,2,2,4,2,3,5,0,0.0,neutral or dissatisfied
30716,107203,Female,Loyal Customer,10,Personal Travel,Eco,402,1,5,1,1,2,1,2,2,2,4,5,2,3,2,0,0.0,neutral or dissatisfied
79655,67716,Female,Loyal Customer,47,Business travel,Business,2152,2,1,1,1,3,3,2,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
9394,14331,Male,Loyal Customer,50,Personal Travel,Eco,429,3,0,3,5,3,3,3,3,5,5,5,5,5,3,0,0.0,neutral or dissatisfied
57182,93689,Female,Loyal Customer,44,Business travel,Business,1452,2,2,2,2,3,4,4,4,4,4,4,3,4,4,2,0.0,satisfied
102931,61984,Male,Loyal Customer,52,Personal Travel,Business,2586,3,1,3,2,3,2,2,4,3,3,3,2,4,2,163,123.0,neutral or dissatisfied
98315,69576,Female,disloyal Customer,25,Business travel,Eco,2586,3,3,3,2,3,1,4,4,3,1,3,4,4,4,0,0.0,neutral or dissatisfied
38622,102736,Female,Loyal Customer,62,Personal Travel,Eco,365,3,3,3,4,2,4,3,5,5,3,5,2,5,3,0,0.0,neutral or dissatisfied
82210,109732,Male,disloyal Customer,47,Business travel,Eco,187,1,2,1,4,5,1,5,5,4,3,3,3,4,5,0,0.0,neutral or dissatisfied
103876,98579,Female,Loyal Customer,58,Business travel,Business,1987,5,5,5,5,2,4,5,3,3,3,3,3,3,5,0,0.0,satisfied
23952,62864,Male,Loyal Customer,53,Business travel,Business,2218,3,2,2,2,5,2,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
314,23241,Female,Loyal Customer,18,Personal Travel,Eco Plus,549,2,5,2,3,2,2,2,2,5,5,4,5,4,2,0,0.0,neutral or dissatisfied
100006,60991,Male,Loyal Customer,70,Personal Travel,Eco Plus,888,2,1,2,3,3,2,3,3,3,1,3,4,3,3,0,0.0,neutral or dissatisfied
100127,69536,Male,disloyal Customer,26,Business travel,Business,2475,1,2,2,1,2,1,1,4,3,5,5,1,3,1,0,6.0,neutral or dissatisfied
81098,71838,Female,disloyal Customer,46,Business travel,Business,1348,3,3,3,5,4,3,4,4,4,4,3,3,4,4,0,0.0,satisfied
99313,93290,Female,Loyal Customer,15,Personal Travel,Eco,564,3,5,3,3,1,3,1,1,3,4,4,4,4,1,0,1.0,neutral or dissatisfied
39901,75083,Female,Loyal Customer,41,Personal Travel,Business,1814,3,5,3,4,5,5,4,4,4,3,4,5,4,3,0,0.0,neutral or dissatisfied
48062,20887,Male,Loyal Customer,45,Personal Travel,Eco Plus,508,3,4,3,3,3,3,2,3,3,4,5,5,5,3,29,20.0,neutral or dissatisfied
31063,27778,Female,Loyal Customer,30,Business travel,Business,1448,4,4,4,4,4,4,4,4,1,5,4,2,1,4,0,0.0,satisfied
358,121598,Male,Loyal Customer,9,Personal Travel,Eco,936,5,5,4,2,4,4,4,4,5,4,5,5,5,4,22,22.0,satisfied
101164,6705,Female,Loyal Customer,49,Personal Travel,Eco,438,2,5,2,5,4,5,5,4,4,2,1,4,4,3,44,73.0,neutral or dissatisfied
12535,53421,Male,Loyal Customer,47,Business travel,Business,2288,3,3,4,3,4,4,1,4,4,4,4,5,4,4,46,34.0,satisfied
45105,65558,Female,Loyal Customer,54,Business travel,Business,3519,4,4,4,4,4,5,5,5,5,5,5,4,5,5,10,8.0,satisfied
26674,87788,Female,Loyal Customer,48,Business travel,Eco,214,2,5,5,5,1,3,3,2,2,2,2,3,2,2,33,26.0,neutral or dissatisfied
63627,47518,Male,Loyal Customer,34,Personal Travel,Eco,558,4,4,4,3,5,4,5,5,2,1,3,1,4,5,0,0.0,neutral or dissatisfied
43821,55698,Male,Loyal Customer,38,Business travel,Business,895,4,1,3,1,4,4,4,4,4,4,4,4,4,3,0,7.0,neutral or dissatisfied
58388,121910,Male,Loyal Customer,20,Personal Travel,Eco,337,2,4,2,2,1,2,1,1,2,2,4,1,2,1,6,0.0,neutral or dissatisfied
80875,25031,Male,Loyal Customer,26,Business travel,Business,2394,3,4,4,4,3,2,3,3,1,5,4,3,3,3,0,0.0,neutral or dissatisfied
54401,90377,Male,Loyal Customer,59,Business travel,Business,515,1,4,4,4,2,4,3,1,1,1,1,4,1,3,0,0.0,neutral or dissatisfied
76711,62192,Male,disloyal Customer,33,Business travel,Eco,982,4,4,4,1,2,4,2,2,2,2,3,2,3,2,31,0.0,neutral or dissatisfied
32613,3557,Female,disloyal Customer,22,Business travel,Eco,227,3,2,3,3,5,3,5,5,3,1,3,1,4,5,13,9.0,neutral or dissatisfied
43617,14379,Male,Loyal Customer,58,Business travel,Eco,900,4,4,4,4,5,4,5,5,1,3,3,4,2,5,0,0.0,satisfied
28167,128870,Female,Loyal Customer,52,Business travel,Business,2454,4,4,5,4,4,4,4,4,3,3,4,4,4,4,0,0.0,satisfied
84894,13576,Male,Loyal Customer,20,Personal Travel,Eco,152,2,4,0,4,4,0,4,4,2,1,3,1,3,4,38,59.0,neutral or dissatisfied
25639,44716,Female,Loyal Customer,22,Personal Travel,Eco,108,4,3,4,3,5,4,5,5,1,2,2,3,2,5,0,0.0,neutral or dissatisfied
11962,4996,Male,disloyal Customer,10,Business travel,Eco,502,1,2,1,3,1,1,1,1,1,1,3,2,4,1,35,44.0,neutral or dissatisfied
64680,20087,Male,disloyal Customer,34,Business travel,Business,416,2,2,2,2,4,2,4,4,3,4,5,5,4,4,77,65.0,neutral or dissatisfied
49339,23924,Male,Loyal Customer,57,Personal Travel,Eco,579,1,5,0,3,1,0,1,1,2,3,5,5,2,1,0,0.0,neutral or dissatisfied
34418,14300,Male,disloyal Customer,20,Business travel,Eco,395,2,4,2,3,3,2,3,3,1,4,4,4,3,3,0,0.0,neutral or dissatisfied
17721,5465,Female,Loyal Customer,10,Personal Travel,Eco,265,3,2,3,2,3,3,3,3,2,5,1,3,1,3,0,4.0,neutral or dissatisfied
50027,46713,Female,Loyal Customer,14,Personal Travel,Eco,141,5,4,5,2,1,5,1,1,4,3,4,3,5,1,0,0.0,satisfied
72868,82677,Female,Loyal Customer,41,Business travel,Business,3780,4,4,4,4,4,5,5,4,4,4,4,5,4,3,2,0.0,satisfied
89417,124287,Male,Loyal Customer,50,Business travel,Business,3539,3,3,3,3,4,5,5,4,4,4,4,5,4,5,9,2.0,satisfied
34619,2815,Female,Loyal Customer,48,Business travel,Business,475,1,1,1,1,4,4,4,5,5,5,5,5,5,4,71,63.0,satisfied
58795,46984,Female,Loyal Customer,70,Personal Travel,Eco,850,3,5,3,1,5,4,5,1,1,3,1,4,1,5,9,0.0,neutral or dissatisfied
8089,53999,Male,Loyal Customer,10,Personal Travel,Eco,1825,3,4,3,4,1,3,1,1,2,2,3,4,4,1,0,0.0,neutral or dissatisfied
100646,22465,Male,Loyal Customer,53,Personal Travel,Eco,143,2,4,2,3,5,2,5,5,4,2,4,5,3,5,0,0.0,neutral or dissatisfied
27612,67940,Male,Loyal Customer,13,Personal Travel,Eco,1235,3,4,3,2,3,3,4,3,5,5,4,3,4,3,0,0.0,neutral or dissatisfied
76898,87425,Male,Loyal Customer,37,Business travel,Eco Plus,425,1,1,1,1,1,1,1,1,3,2,4,4,4,1,53,45.0,neutral or dissatisfied
23908,68652,Female,disloyal Customer,23,Business travel,Business,175,5,0,5,1,4,5,4,4,3,4,4,4,4,4,0,0.0,satisfied
85241,50806,Male,Loyal Customer,17,Personal Travel,Eco,373,4,3,4,3,4,4,4,4,4,2,2,5,3,4,0,0.0,neutral or dissatisfied
70622,114223,Male,Loyal Customer,33,Business travel,Business,819,2,2,2,2,2,1,2,2,1,4,3,1,3,2,18,6.0,neutral or dissatisfied
61719,106602,Male,Loyal Customer,47,Business travel,Business,1501,1,1,1,1,4,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
89644,58133,Female,Loyal Customer,64,Personal Travel,Eco Plus,589,3,4,3,2,2,5,4,3,3,3,2,3,3,5,37,26.0,neutral or dissatisfied
55526,95108,Female,Loyal Customer,25,Personal Travel,Eco,319,3,4,3,4,2,3,2,2,2,1,5,5,2,2,0,0.0,neutral or dissatisfied
43357,66967,Female,Loyal Customer,48,Business travel,Business,2102,4,4,4,4,2,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
18584,93385,Male,Loyal Customer,25,Business travel,Eco,605,1,5,5,5,1,1,3,1,1,5,4,3,4,1,1,4.0,neutral or dissatisfied
77841,39703,Male,Loyal Customer,37,Business travel,Business,2843,4,4,4,4,5,2,3,4,4,4,4,3,4,1,0,15.0,satisfied
32463,23869,Male,Loyal Customer,26,Personal Travel,Eco,552,4,0,4,4,1,4,1,1,4,4,5,4,4,1,3,4.0,satisfied
10441,105443,Male,Loyal Customer,41,Business travel,Business,998,3,3,3,3,2,5,5,5,5,4,5,3,5,5,0,6.0,satisfied
89442,58479,Male,Loyal Customer,58,Business travel,Eco,719,1,2,2,2,1,1,1,1,1,1,3,1,3,1,36,33.0,neutral or dissatisfied
53927,18289,Female,Loyal Customer,27,Business travel,Business,1591,5,5,5,5,3,3,3,3,1,5,2,1,3,3,0,0.0,satisfied
8958,35452,Female,Loyal Customer,34,Personal Travel,Eco,1076,2,5,2,1,3,2,3,3,5,5,4,4,5,3,42,47.0,neutral or dissatisfied
53524,81192,Female,Loyal Customer,49,Business travel,Eco Plus,980,2,3,3,3,4,3,3,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
35675,13342,Male,Loyal Customer,27,Business travel,Business,2923,3,4,3,3,2,2,2,2,1,1,2,1,3,2,0,0.0,satisfied
27425,62264,Male,Loyal Customer,34,Business travel,Eco Plus,2565,0,1,1,1,1,4,4,3,1,4,2,4,2,4,278,278.0,satisfied
56318,9404,Female,Loyal Customer,21,Personal Travel,Business,1027,2,5,2,1,5,2,5,5,3,4,5,3,4,5,0,1.0,neutral or dissatisfied
3510,124823,Male,Loyal Customer,21,Business travel,Business,1561,4,4,4,4,5,5,5,5,4,1,2,3,1,5,0,0.0,satisfied
62206,96629,Male,Loyal Customer,32,Business travel,Eco,937,3,1,1,1,3,3,3,3,1,2,4,2,4,3,0,0.0,neutral or dissatisfied
58938,28428,Female,Loyal Customer,50,Business travel,Business,2042,3,4,4,4,3,3,3,4,1,3,3,3,1,3,0,0.0,neutral or dissatisfied
42297,13045,Male,Loyal Customer,56,Personal Travel,Eco,374,1,5,1,2,2,1,2,2,2,1,3,3,2,2,79,71.0,neutral or dissatisfied
